statusId,sensorName,value,timestamp
9286,4,orientation,"[133.58,53.1,-48.219997]",1560899206714
9290,4,orientation,"[134.31,53.59,-47.64]",1560899206724
9294,4,orientation,"[134.92,53.96,-46.98]",1560899206735
9298,4,orientation,"[135.36,54.36,-46.469997]",1560899206745
9302,4,orientation,"[135.54,54.649998,-46.07]",1560899206754
9306,4,orientation,"[135.61,54.92,-45.73]",1560899206765
9310,4,orientation,"[135.47,55.129997,-45.46]",1560899206775
9314,4,orientation,"[135.2,55.3,-45.25]",1560899206784
9318,4,orientation,"[134.8,55.46,-45.07]",1560899206794
9322,4,orientation,"[134.52,55.69,-44.82]",1560899206805
9326,4,orientation,"[134.41,56.02,-44.51]",1560899206814
9330,4,orientation,"[134.41,56.37,-44.09]",1560899206824
9334,4,orientation,"[134.73,56.8,-43.52]",1560899206835
9338,4,orientation,"[135.36,57.39,-42.87]",1560899206844
9342,4,orientation,"[136.12999,58.02,-42.18]",1560899206854
9346,4,orientation,"[136.94,58.649998,-41.42]",1560899206865
9350,4,orientation,"[138.09999,59.489998,-40.64]",1560899206874
9354,4,orientation,"[139.5,60.489998,-39.84]",1560899206884
9358,4,orientation,"[140.76,61.42,-39.07]",1560899206895
9362,4,orientation,"[141.70999,62.129997,-38.29]",1560899206904
9366,4,orientation,"[142.41,62.6,-37.39]",1560899206914
9370,4,orientation,"[143.02,63.07,-36.559998]",1560899206925
9374,4,orientation,"[143.48999,63.449997,-35.719997]",1560899206934
9378,4,orientation,"[143.75,63.76,-34.92]",1560899206944
9382,4,orientation,"[143.87999,64.01,-34.19]",1560899206955
9386,4,orientation,"[143.89,64.29,-33.55]",1560899206964
9390,4,orientation,"[143.87,64.7,-33.05]",1560899206974
9394,4,orientation,"[143.84,65.29,-32.75]",1560899206985
9398,4,orientation,"[144.05,66.07,-32.469997]",1560899206995
9402,4,orientation,"[144.45999,67.0,-32.219997]",1560899207004
9406,4,orientation,"[144.75,67.81,-31.939999]",1560899207015
9410,4,orientation,"[144.9,68.51,-31.679998]",1560899207025
9414,4,orientation,"[144.84999,69.049995,-31.38]",1560899207034
9418,4,orientation,"[144.56,69.39,-31.06]",1560899207044
9422,4,orientation,"[143.95999,69.53,-30.76]",1560899207055
9426,4,orientation,"[143.28,69.63,-30.46]",1560899207064
9430,4,orientation,"[142.76,69.82,-30.13]",1560899207074
9434,4,orientation,"[142.3,70.119995,-29.81]",1560899207085
9438,4,orientation,"[141.94,70.46,-29.429998]",1560899207094
9442,4,orientation,"[141.52,70.689995,-28.96]",1560899207104
9446,4,orientation,"[140.84999,70.74,-28.49]",1560899207115
9450,4,orientation,"[139.81,70.63,-28.16]",1560899207124
9454,4,orientation,"[138.48999,70.42,-27.97]",1560899207134
9458,4,orientation,"[137.15,70.22,-27.83]",1560899207145
9462,4,orientation,"[135.75,70.0,-27.72]",1560899207154
9467,4,orientation,"[134.41,69.84,-27.68]",1560899207164
9470,4,orientation,"[133.25,69.79,-27.66]",1560899207175
9474,4,orientation,"[132.08,69.74,-27.689999]",1560899207184
9478,4,orientation,"[131.01,69.63,-27.599998]",1560899207194
9482,4,orientation,"[130.12,69.5,-27.359999]",1560899207205
9486,4,orientation,"[129.54,69.47,-26.939999]",1560899207214
9490,4,orientation,"[129.05,69.38,-26.33]",1560899207225
9494,4,orientation,"[128.61,69.26,-25.66]",1560899207235
9498,4,orientation,"[128.04,69.04,-25.019999]",1560899207244
9502,4,orientation,"[127.329994,68.729996,-24.439999]",1560899207254
9506,4,orientation,"[126.57,68.369995,-23.9]",1560899207265
9510,4,orientation,"[125.75,67.99,-23.369999]",1560899207274
9514,4,orientation,"[124.92,67.64,-22.939999]",1560899207284
9518,4,orientation,"[124.2,67.45,-22.72]",1560899207295
9522,4,orientation,"[123.74,67.49,-22.67]",1560899207305
9526,4,orientation,"[123.369995,67.57,-22.67]",1560899207314
9530,4,orientation,"[122.829994,67.549995,-22.68]",1560899207324
9534,4,orientation,"[122.17,67.4,-22.65]",1560899207334
9538,4,orientation,"[121.45,67.18,-22.619999]",1560899207345
9542,4,orientation,"[120.909996,67.06,-22.66]",1560899207355
9546,4,orientation,"[120.68,67.13,-22.74]",1560899207364
9550,4,orientation,"[120.759995,67.31,-22.789999]",1560899207374
9554,4,orientation,"[121.119995,67.6,-22.789999]",1560899207384
9558,4,orientation,"[121.53,67.92,-22.76]",1560899207394
9562,4,orientation,"[122.07,68.24,-22.689999]",1560899207405
9566,4,orientation,"[122.49,68.39,-22.519999]",1560899207415
9570,4,orientation,"[122.729996,68.39,-22.33]",1560899207424
9574,4,orientation,"[123.009995,68.38,-22.15]",1560899207434
9578,4,orientation,"[123.43,68.53,-22.18]",1560899207444
9582,4,orientation,"[124.04,68.93,-22.41]",1560899207455
9586,4,orientation,"[124.68,69.39,-22.75]",1560899207465
9590,4,orientation,"[125.329994,69.93,-23.22]",1560899207474
9594,4,orientation,"[125.759995,70.31,-23.65]",1560899207484
9598,4,orientation,"[126.0,70.5,-24.0]",1560899207494
9602,4,orientation,"[126.27,70.659996,-24.25]",1560899207505
9606,4,orientation,"[126.64,70.89,-24.439999]",1560899207515
9610,4,orientation,"[127.119995,71.17,-24.59]",1560899207524
9614,4,orientation,"[127.6,71.43,-24.689999]",1560899207534
9618,4,orientation,"[128.06,71.6,-24.71]",1560899207544
9622,4,orientation,"[128.31,71.57,-24.73]",1560899207555
9626,4,orientation,"[128.39,71.439995,-24.83]",1560899207565
9630,4,orientation,"[128.34999,71.229996,-24.99]",1560899207574
9634,4,orientation,"[128.14,70.97,-25.279999]",1560899207584
9638,4,orientation,"[127.81,70.619995,-25.64]",1560899207594
9642,4,orientation,"[127.579994,70.36,-26.039999]",1560899207605
9646,4,orientation,"[127.52,70.22,-26.42]",1560899207615
9650,4,orientation,"[127.579994,70.119995,-26.72]",1560899207624
9654,4,orientation,"[127.67,70.02,-26.93]",1560899207634
9658,4,orientation,"[127.88,69.92,-27.07]",1560899207644
9662,4,orientation,"[128.09,69.85,-27.21]",1560899207655
9671,4,orientation,"[128.09,69.74,-27.5]",1560899207664
9672,4,orientation,"[128.18,69.659996,-27.75]",1560899207674
9674,4,orientation,"[128.20999,69.54,-27.99]",1560899207684
9678,4,orientation,"[128.01,69.29,-28.289999]",1560899207694
9682,4,orientation,"[127.509995,68.85,-28.58]",1560899207705
9686,4,orientation,"[126.85,68.31,-28.949999]",1560899207715
9690,4,orientation,"[126.11,67.729996,-29.33]",1560899207724
9694,4,orientation,"[125.53,67.229996,-29.72]",1560899207734
9698,4,orientation,"[125.329994,66.939995,-30.07]",1560899207744
9702,4,orientation,"[125.46,66.799995,-30.369999]",1560899207755
9706,4,orientation,"[125.64,66.68,-30.679998]",1560899207765
9710,4,orientation,"[125.74,66.52,-31.039999]",1560899207774
9714,4,orientation,"[125.77,66.32,-31.5]",1560899207784
9718,4,orientation,"[125.67,66.11,-32.059998]",1560899207794
9722,4,orientation,"[125.509995,65.9,-32.649998]",1560899207805
9726,4,orientation,"[125.32,65.72,-33.32]",1560899207815
9730,4,orientation,"[125.329994,65.689995,-34.09]",1560899207825
9734,4,orientation,"[125.52,65.79,-34.88]",1560899207834
9738,4,orientation,"[125.79,65.92,-35.64]",1560899207844
9742,4,orientation,"[125.88,65.86,-36.26]",1560899207855
9746,4,orientation,"[125.74,65.57,-36.76]",1560899207865
9750,4,orientation,"[125.39,65.119995,-37.19]",1560899207875
9754,4,orientation,"[125.0,64.56,-37.57]",1560899207884
9758,4,orientation,"[124.75,64.049995,-37.89]",1560899207894
9762,4,orientation,"[124.81,63.67,-38.12]",1560899207904
9766,4,orientation,"[125.42,63.51,-38.17]",1560899207915
9770,4,orientation,"[126.24,63.51,-38.3]",1560899207925
9774,4,orientation,"[127.2,63.559998,-38.45]",1560899207934
9778,4,orientation,"[128.22,63.6,-38.57]",1560899207944
9782,4,orientation,"[129.16,63.51,-38.649998]",1560899207954
9786,4,orientation,"[130.09999,63.37,-38.67]",1560899207965
9790,4,orientation,"[131.05,63.18,-38.68]",1560899207975
9794,4,orientation,"[131.73,62.87,-38.78]",1560899207984
9798,4,orientation,"[131.91,62.289997,-39.0]",1560899207994
9802,4,orientation,"[131.73,61.57,-39.36]",1560899208004
9806,4,orientation,"[131.33,60.76,-39.809998]",1560899208015
9810,4,orientation,"[130.81,59.91,-40.29]",1560899208025
9814,4,orientation,"[130.53,59.21,-40.739998]",1560899208035
9818,4,orientation,"[130.67,58.76,-41.14]",1560899208044
9822,4,orientation,"[131.16,58.48,-41.44]",1560899208054
9826,4,orientation,"[131.47,58.02,-41.62]",1560899208064
9830,4,orientation,"[131.48,57.289997,-41.67]",1560899208075
9834,4,orientation,"[131.31,56.379997,-41.61]",1560899208085
9838,4,orientation,"[131.05,55.399998,-41.54]",1560899208094
9842,4,orientation,"[130.56999,54.37,-41.579998]",1560899208104
9846,4,orientation,"[130.02,53.35,-41.68]",1560899208114
9850,4,orientation,"[129.62,52.44,-41.78]",1560899208125
9854,4,orientation,"[129.02,51.55,-42.03]",1560899208135
9858,4,orientation,"[128.04,50.48,-42.399998]",1560899208144
9862,4,orientation,"[126.56,49.219997,-42.899998]",1560899208154
9863,4,orientation,"[124.71999,47.85,-43.55]",1560899208164
9870,4,orientation,"[122.46,46.2,-44.1]",1560899208175
9874,4,orientation,"[120.28,44.559998,-44.539997]",1560899208185
9878,4,orientation,"[118.45,43.129997,-44.829998]",1560899208194
9882,4,orientation,"[116.939995,41.92,-45.14]",1560899208204
9886,4,orientation,"[115.479996,40.78,-45.53]",1560899208214
9890,4,orientation,"[114.049995,39.739998,-45.969997]",1560899208225
9894,4,orientation,"[113.259995,39.07,-46.35]",1560899208235
9898,4,orientation,"[113.009995,38.739998,-46.71]",1560899208244
9902,4,orientation,"[113.0,38.559998,-47.01]",1560899208254
9906,4,orientation,"[113.24,38.559998,-47.219997]",1560899208264
9910,4,orientation,"[113.759995,38.75,-47.399998]",1560899208275
9914,4,orientation,"[114.42,39.07,-47.559998]",1560899208285
9918,4,orientation,"[114.869995,39.27,-47.71]",1560899208294
9922,4,orientation,"[115.189995,39.44,-47.85]",1560899208304
9926,4,orientation,"[115.759995,39.79,-47.989998]",1560899208314
9930,4,orientation,"[116.399994,40.21,-48.1]",1560899208325
9934,4,orientation,"[117.02,40.59,-48.11]",1560899208335
9938,4,orientation,"[117.68,41.01,-47.969997]",1560899208344
9942,4,orientation,"[118.77,41.68,-47.719997]",1560899208354
9946,4,orientation,"[120.299995,42.629997,-47.399998]",1560899208364
9950,4,orientation,"[121.89,43.67,-47.059998]",1560899208375
9954,4,orientation,"[123.68,44.85,-46.69]",1560899208385
9958,4,orientation,"[125.52,46.129997,-46.329998]",1560899208394
9962,4,orientation,"[127.399994,47.48,-45.969997]",1560899208404
9966,4,orientation,"[129.09999,48.7,-45.51]",1560899208414
9970,4,orientation,"[130.58,49.75,-44.969997]",1560899208425
9974,4,orientation,"[131.67,50.55,-44.41]",1560899208435
9978,4,orientation,"[132.45999,51.199997,-43.85]",1560899208444
9982,4,orientation,"[133.14,51.84,-43.329998]",1560899208454
9986,4,orientation,"[133.76,52.449997,-42.77]",1560899208464
9990,4,orientation,"[134.23,52.969997,-42.21]",1560899208475
9994,4,orientation,"[134.5,53.329998,-41.579998]",1560899208485
9998,4,orientation,"[134.87,53.719997,-40.86]",1560899208494
10002,4,orientation,"[135.45999,54.26,-40.1]",1560899208504
10006,4,orientation,"[136.36,54.98,-39.32]",1560899208514
10010,4,orientation,"[137.47,55.77,-38.48]",1560899208525
10014,4,orientation,"[138.7,56.62,-37.59]",1560899208535
10018,4,orientation,"[139.8,57.42,-36.739998]",1560899208545
10022,4,orientation,"[140.87,58.239998,-35.94]",1560899208555
10026,4,orientation,"[141.73,59.12,-35.32]",1560899208565
10030,4,orientation,"[142.34,60.039997,-34.91]",1560899208574
10034,4,orientation,"[142.62999,60.91,-34.68]",1560899208584
10038,4,orientation,"[142.61,61.62,-34.51]",1560899208595
10042,4,orientation,"[142.22,62.129997,-34.399998]",1560899208604
10046,4,orientation,"[141.41,62.359997,-34.32]",1560899208615
10050,4,orientation,"[140.29,62.399998,-34.309998]",1560899208624
10054,4,orientation,"[139.05,62.34,-34.26]",1560899208634
10058,4,orientation,"[137.93,62.309998,-34.17]",1560899208645
10062,4,orientation,"[136.98999,62.35,-34.04]",1560899208654
10070,4,orientation,"[136.43,62.66,-33.91]",1560899208665
10071,4,orientation,"[135.98,63.059998,-33.78]",1560899208675
10074,4,orientation,"[135.84,63.66,-33.68]",1560899208684
10078,4,orientation,"[135.81,64.299995,-33.62]",1560899208694
10082,4,orientation,"[135.76,64.89,-33.53]",1560899208705
10086,4,orientation,"[135.78,65.47,-33.42]",1560899208714
10090,4,orientation,"[135.86,66.07,-33.28]",1560899208724
10094,4,orientation,"[136.22,66.869995,-33.17]",1560899208735
10098,4,orientation,"[136.83,67.939995,-33.149998]",1560899208745
10102,4,orientation,"[137.27,68.88,-33.19]",1560899208754
10106,4,orientation,"[137.06,69.299995,-33.1]",1560899208765
10110,4,orientation,"[136.36,69.35,-32.98]",1560899208775
10114,4,orientation,"[135.48999,69.299995,-32.88]",1560899208784
10118,4,orientation,"[134.81999,69.35,-32.739998]",1560899208794
10122,4,orientation,"[134.23,69.42,-32.559998]",1560899208805
10126,4,orientation,"[133.81,69.409996,-32.13]",1560899208814
10130,4,orientation,"[133.53,69.34,-31.47]",1560899208824
10134,4,orientation,"[133.48,69.4,-30.72]",1560899208835
10138,4,orientation,"[133.65,69.64,-30.01]",1560899208844
10142,4,orientation,"[133.89,69.96,-29.34]",1560899208855
10146,4,orientation,"[134.12999,70.31,-28.74]",1560899208865
10150,4,orientation,"[134.34999,70.7,-28.16]",1560899208874
10154,4,orientation,"[134.55,71.159996,-27.71]",1560899208884
10158,4,orientation,"[134.62,71.6,-27.369999]",1560899208895
10162,4,orientation,"[134.62,72.0,-27.019999]",1560899208904
10166,4,orientation,"[134.33,72.06,-26.609999]",1560899208915
10170,4,orientation,"[134.15,72.07,-26.029999]",1560899208925
10174,4,orientation,"[133.75,71.869995,-25.43]",1560899208934
10178,4,orientation,"[133.11,71.59,-24.93]",1560899208944
10182,4,orientation,"[132.4,71.299995,-24.55]",1560899208955
10186,4,orientation,"[131.51,70.95,-24.269999]",1560899208964
10190,4,orientation,"[130.61,70.63,-24.039999]",1560899208974
10194,4,orientation,"[129.55,70.24,-23.9]",1560899208985
10198,4,orientation,"[128.29,69.7,-23.779999]",1560899208994
10202,4,orientation,"[127.21,69.31,-23.65]",1560899209004
10206,4,orientation,"[126.67,69.4,-23.699999]",1560899209015
10210,4,orientation,"[126.579994,69.82,-23.84]",1560899209024
10214,4,orientation,"[126.46,70.17,-23.93]",1560899209034
10218,4,orientation,"[126.049995,70.2,-23.92]",1560899209045
10222,4,orientation,"[125.439995,70.0,-23.8]",1560899209054
10226,4,orientation,"[124.61,69.689995,-23.81]",1560899209064
10230,4,orientation,"[123.85,69.46,-23.92]",1560899209075
10234,4,orientation,"[123.299995,69.35,-24.05]",1560899209084
10238,4,orientation,"[123.21,69.479996,-24.039999]",1560899209094
10242,4,orientation,"[123.42,69.75,-23.869999]",1560899209105
10246,4,orientation,"[123.71,69.99,-23.6]",1560899209114
10250,4,orientation,"[123.979996,70.159996,-23.24]",1560899209124
10254,4,orientation,"[124.02,70.09,-22.789999]",1560899209135
10258,4,orientation,"[123.95,69.88,-22.32]",1560899209145
10262,4,orientation,"[123.57,69.549995,-22.05]",1560899209154
10263,4,orientation,"[123.2,69.38,-22.05]",1560899209164
10270,4,orientation,"[122.86,69.369995,-22.33]",1560899209175
10274,4,orientation,"[122.84,69.64,-22.73]",1560899209184
10278,4,orientation,"[122.88,69.93,-23.13]",1560899209194
10282,4,orientation,"[122.939995,70.189995,-23.47]",1560899209205
10286,4,orientation,"[123.159996,70.52,-23.72]",1560899209214
10290,4,orientation,"[123.579994,70.89,-23.83]",1560899209224
10294,4,orientation,"[124.119995,71.22,-23.73]",1560899209235
10298,4,orientation,"[124.32,71.21,-23.519999]",1560899209244
10302,4,orientation,"[124.18,70.939995,-23.31]",1560899209254
10306,4,orientation,"[124.009995,70.63,-23.109999]",1560899209265
10310,4,orientation,"[124.03,70.43,-22.869999]",1560899209275
10314,4,orientation,"[124.189995,70.34,-22.72]",1560899209284
10318,4,orientation,"[124.35,70.34,-22.72]",1560899209295
10322,4,orientation,"[124.56,70.52,-22.96]",1560899209305
10326,4,orientation,"[125.17,71.02,-23.269999]",1560899209314
10330,4,orientation,"[126.079994,71.689995,-23.529999]",1560899209324
10334,4,orientation,"[126.829994,72.28,-23.82]",1560899209335
10338,4,orientation,"[126.85,72.43,-24.25]",1560899209344
10342,4,orientation,"[126.14,72.049995,-24.73]",1560899209354
10346,4,orientation,"[125.13,71.409996,-25.06]",1560899209365
10350,4,orientation,"[124.18,70.76,-25.32]",1560899209374
10354,4,orientation,"[123.64,70.35,-25.519999]",1560899209384
10358,4,orientation,"[123.659996,70.32,-25.73]",1560899209395
10362,4,orientation,"[124.149994,70.56,-25.91]",1560899209404
10366,4,orientation,"[124.82,70.869995,-26.109999]",1560899209414
10370,4,orientation,"[125.49,71.2,-26.4]",1560899209425
10374,4,orientation,"[126.04,71.479996,-26.779999]",1560899209435
10378,4,orientation,"[126.479996,71.72,-27.26]",1560899209444
10382,4,orientation,"[126.799995,71.89,-27.83]",1560899209454
10386,4,orientation,"[126.759995,71.86,-28.5]",1560899209465
10390,4,orientation,"[126.049995,71.43,-29.33]",1560899209474
10394,4,orientation,"[124.7,70.59,-30.25]",1560899209485
10398,4,orientation,"[123.369995,69.799995,-31.199999]",1560899209495
10402,4,orientation,"[122.369995,69.24,-32.16]",1560899209504
10406,4,orientation,"[121.759995,68.92,-33.059998]",1560899209514
10410,4,orientation,"[121.64,68.9,-33.91]",1560899209525
10414,4,orientation,"[122.06,69.189995,-34.64]",1560899209534
10418,4,orientation,"[123.03,69.76,-35.19]",1560899209544
10422,4,orientation,"[123.96999,70.2,-35.53]",1560899209554
10426,4,orientation,"[124.299995,70.159996,-35.8]",1560899209565
10430,4,orientation,"[123.979996,69.67,-36.11]",1560899209575
10434,4,orientation,"[123.38,68.93,-36.34]",1560899209584
10438,4,orientation,"[122.869995,68.22,-36.55]",1560899209594
10442,4,orientation,"[122.759995,67.82,-36.84]",1560899209604
10446,4,orientation,"[122.92,67.7,-37.399998]",1560899209615
10450,4,orientation,"[123.14,67.659996,-38.12]",1560899209625
10454,4,orientation,"[123.21999,67.56,-38.93]",1560899209634
10458,4,orientation,"[123.03,67.21,-39.62]",1560899209644
10462,4,orientation,"[122.84,66.799995,-40.2]",1560899209654
10470,4,orientation,"[123.03,66.549995,-40.57]",1560899209665
10471,4,orientation,"[123.21999,66.189995,-40.76]",1560899209675
10474,4,orientation,"[123.43,65.77,-40.77]",1560899209684
10478,4,orientation,"[123.71999,65.36,-40.66]",1560899209694
10482,4,orientation,"[123.96999,64.9,-40.5]",1560899209704
10486,4,orientation,"[124.439995,64.54,-40.26]",1560899209715
10490,4,orientation,"[125.46999,64.49,-39.95]",1560899209725
10494,4,orientation,"[126.82,64.689995,-39.76]",1560899209734
10498,4,orientation,"[128.08,64.9,-39.73]",1560899209744
10502,4,orientation,"[128.98999,64.89,-39.8]",1560899209754
10506,4,orientation,"[129.42,64.59,-39.96]",1560899209765
10510,4,orientation,"[129.29,63.899998,-40.14]",1560899209775
10514,4,orientation,"[128.62999,62.85,-40.32]",1560899209784
10518,4,orientation,"[127.59,61.559998,-40.5]",1560899209794
10522,4,orientation,"[126.399994,60.19,-40.69]",1560899209804
10526,4,orientation,"[125.649994,59.07,-40.82]",1560899209815
10530,4,orientation,"[125.159996,58.129997,-40.899998]",1560899209825
10534,4,orientation,"[124.75,57.289997,-41.059998]",1560899209835
10538,4,orientation,"[124.31,56.52,-41.35]",1560899209844
10542,4,orientation,"[123.61,55.71,-41.78]",1560899209854
10546,4,orientation,"[122.93,54.93,-42.239998]",1560899209865
10550,4,orientation,"[122.34,54.23,-42.64]",1560899209875
10554,4,orientation,"[121.95,53.579998,-42.84]",1560899209884
10558,4,orientation,"[121.369995,52.86,-43.079998]",1560899209894
10562,4,orientation,"[120.399994,51.989998,-43.46]",1560899209904
10566,4,orientation,"[118.74,50.8,-43.95]",1560899209914
10570,4,orientation,"[117.43,49.87,-44.42]",1560899209925
10574,4,orientation,"[116.409996,49.0,-44.64]",1560899209935
10578,4,orientation,"[115.6,48.18,-44.55]",1560899209944
10582,4,orientation,"[114.99,47.41,-44.21]",1560899209954
10586,4,orientation,"[114.92,46.95,-43.82]",1560899209965
10590,4,orientation,"[115.21,46.75,-43.51]",1560899209975
10594,4,orientation,"[115.93,46.86,-43.34]",1560899209984
10598,4,orientation,"[116.89,47.14,-43.149998]",1560899209994
10602,4,orientation,"[117.92,47.51,-43.01]",1560899210004
10606,4,orientation,"[118.649994,47.8,-42.969997]",1560899210015
10610,4,orientation,"[118.909996,47.92,-43.04]",1560899210025
10614,4,orientation,"[118.89,48.0,-43.26]",1560899210034
10618,4,orientation,"[118.56,48.01,-43.6]",1560899210044
10622,4,orientation,"[118.04,47.95,-43.94]",1560899210054
10626,4,orientation,"[117.229996,47.719997,-44.17]",1560899210065
10630,4,orientation,"[116.619995,47.51,-44.18]",1560899210075
10634,4,orientation,"[116.71999,47.64,-43.969997]",1560899210085
10638,4,orientation,"[117.59,48.09,-43.54]",1560899210094
10642,4,orientation,"[119.28,48.92,-42.92]",1560899210104
10646,4,orientation,"[121.52,50.01,-42.219997]",1560899210114
10650,4,orientation,"[124.159996,51.28,-41.5]",1560899210125
10654,4,orientation,"[126.619995,52.55,-40.91]",1560899210135
10658,4,orientation,"[128.81999,53.73,-40.37]",1560899210144
10662,4,orientation,"[130.59,54.699997,-39.85]",1560899210154
10667,4,orientation,"[132.12999,55.52,-39.29]",1560899210164
10670,4,orientation,"[133.37,56.17,-38.719997]",1560899210175
10674,4,orientation,"[134.28,56.75,-38.32]",1560899210185
10678,4,orientation,"[135.05,57.399998,-38.09]",1560899210194
10682,4,orientation,"[135.59,58.09,-38.07]",1560899210204
10686,4,orientation,"[135.69,58.64,-38.17]",1560899210214
10690,4,orientation,"[135.36,58.98,-38.29]",1560899210225
10694,4,orientation,"[134.94,59.28,-38.399998]",1560899210235
10698,4,orientation,"[134.67,59.68,-38.489998]",1560899210244
10702,4,orientation,"[134.67,60.18,-38.51]",1560899210254
10706,4,orientation,"[134.86,60.71,-38.44]",1560899210264
10710,4,orientation,"[135.17,61.32,-38.379997]",1560899210275
10714,4,orientation,"[135.68,62.059998,-38.32]",1560899210285
10718,4,orientation,"[136.4,62.87,-38.2]",1560899210294
10722,4,orientation,"[137.59999,63.91,-37.95]",1560899210304
10726,4,orientation,"[139.43,65.299995,-37.64]",1560899210314
10730,4,orientation,"[141.77,66.99,-37.239998]",1560899210325
10734,4,orientation,"[144.17,68.7,-36.75]",1560899210335
10738,4,orientation,"[146.0,70.01,-36.18]",1560899210344
10742,4,orientation,"[146.83,70.689995,-35.7]",1560899210354
10746,4,orientation,"[146.69,70.81,-35.41]",1560899210364
10750,4,orientation,"[145.8,70.64,-35.37]",1560899210375
10754,4,orientation,"[144.62,70.369995,-35.469997]",1560899210385
10758,4,orientation,"[143.54,70.21,-35.62]",1560899210394
10762,4,orientation,"[142.84999,70.33,-35.71]",1560899210404
10766,4,orientation,"[142.41,70.6,-35.77]",1560899210414
10770,4,orientation,"[142.12999,70.939995,-35.79]",1560899210425
10774,4,orientation,"[141.83,71.26,-35.79]",1560899210435
10778,4,orientation,"[141.5,71.51,-35.7]",1560899210444
10782,4,orientation,"[141.27,71.74,-35.5]",1560899210454
10786,4,orientation,"[141.19,72.08,-35.26]",1560899210464
10790,4,orientation,"[141.05,72.36,-35.0]",1560899210475
10794,4,orientation,"[140.87999,72.49,-34.6]",1560899210485
10798,4,orientation,"[140.48999,72.38,-34.14]",1560899210494
10802,4,orientation,"[139.81,72.01,-33.61]",1560899210504
10806,4,orientation,"[138.97,71.51,-33.05]",1560899210514
10810,4,orientation,"[138.29,71.1,-32.44]",1560899210525
10814,4,orientation,"[138.01,70.96,-31.789999]",1560899210535
10818,4,orientation,"[138.11,71.04,-31.06]",1560899210544
10822,4,orientation,"[138.09999,71.07,-30.4]",1560899210554
10826,4,orientation,"[137.61,70.89,-29.9]",1560899210564
10830,4,orientation,"[136.56,70.47,-29.539999]",1560899210575
10834,4,orientation,"[135.02,69.83,-29.33]",1560899210585
10838,4,orientation,"[133.17,69.03,-29.179998]",1560899210594
10842,4,orientation,"[131.62999,68.439995,-29.06]",1560899210604
10846,4,orientation,"[130.72,68.34,-29.08]",1560899210614
10850,4,orientation,"[130.39,68.56,-29.08]",1560899210625
10854,4,orientation,"[130.25,68.799995,-28.93]",1560899210635
10858,4,orientation,"[129.9,68.74,-28.56]",1560899210644
10862,4,orientation,"[129.28,68.36,-28.06]",1560899210654
10870,4,orientation,"[129.23,68.28,-27.46]",1560899210665
10871,4,orientation,"[129.02,68.14,-26.949999]",1560899210675
10874,4,orientation,"[128.87999,68.08,-26.519999]",1560899210685
10878,4,orientation,"[128.81999,68.119995,-26.17]",1560899210695
10882,4,orientation,"[128.84999,68.299995,-25.949999]",1560899210704
10886,4,orientation,"[128.70999,68.36,-25.769999]",1560899210714
10890,4,orientation,"[128.59999,68.439995,-25.66]",1560899210724
10894,4,orientation,"[128.28,68.5,-25.76]",1560899210735
10898,4,orientation,"[127.99,68.68,-26.01]",1560899210745
10902,4,orientation,"[128.06,69.15,-26.41]",1560899210754
10906,4,orientation,"[128.73999,70.02,-26.73]",1560899210764
10910,4,orientation,"[129.59999,70.89,-26.88]",1560899210774
10914,4,orientation,"[130.20999,71.479996,-26.859999]",1560899210785
10918,4,orientation,"[130.62999,71.83,-26.76]",1560899210795
10922,4,orientation,"[131.12999,72.11,-26.449999]",1560899210804
10926,4,orientation,"[131.83,72.32,-25.89]",1560899210814
10930,4,orientation,"[132.61,72.43,-25.17]",1560899210824
10934,4,orientation,"[133.41,72.5,-24.439999]",1560899210835
10938,4,orientation,"[134.39,72.729996,-23.82]",1560899210845
10942,4,orientation,"[135.37999,73.049995,-23.33]",1560899210854
10946,4,orientation,"[136.20999,73.17,-22.81]",1560899210864
10950,4,orientation,"[136.72,73.13,-22.42]",1560899210874
10954,4,orientation,"[137.06,73.189995,-22.359999]",1560899210885
10958,4,orientation,"[137.27,73.47,-22.71]",1560899210895
10962,4,orientation,"[137.48,73.97,-23.31]",1560899210904
10966,4,orientation,"[136.94,74.07,-24.21]",1560899210914
10970,4,orientation,"[136.33,74.14,-25.21]",1560899210924
10974,4,orientation,"[135.67,74.11,-26.16]",1560899210935
10978,4,orientation,"[135.05,73.9,-26.89]",1560899210945
10982,4,orientation,"[134.52,73.49,-27.279999]",1560899210954
10986,4,orientation,"[134.3,73.14,-27.369999]",1560899210964
10990,4,orientation,"[134.61,73.049995,-27.22]",1560899210975
10994,4,orientation,"[135.59,73.35,-26.91]",1560899210985
10998,4,orientation,"[136.94,73.799995,-26.48]",1560899210995
11002,4,orientation,"[138.12,74.13,-26.05]",1560899211004
11006,4,orientation,"[138.64,74.0,-25.8]",1560899211014
11010,4,orientation,"[138.59999,73.64,-25.82]",1560899211024
11014,4,orientation,"[138.16,73.119995,-26.039999]",1560899211034
11018,4,orientation,"[137.29,72.47,-26.51]",1560899211045
11022,4,orientation,"[136.17,71.83,-27.23]",1560899211055
11026,4,orientation,"[135.06,71.39,-28.21]",1560899211064
11030,4,orientation,"[134.17,71.25,-29.349998]",1560899211074
11034,4,orientation,"[133.55,71.35,-30.57]",1560899211085
11038,4,orientation,"[133.23999,71.65,-31.73]",1560899211094
11042,4,orientation,"[133.09,71.93,-32.76]",1560899211104
